,0,1,2,3,4,5,Coach,URL,TM,Season
0,43,us US,"Dec 6, 1977",Manager,Apr 1,Oct 3,Kevin Cash,/managers/cashke01.shtml,TBR,2021
1,47,us US,"Nov 14, 1973",Bench,Apr 1,,Matt Quatraro,/managers/quatrma99.shtml,TBR,2021
2,49,us US,"Oct 15, 1971",Hitting,Apr 1,,Chad Mottola,/players/m/mottoch01.shtml,TBR,2021
3,43,us US,"Sep 9, 1977",Pitching,Apr 1,,Kyle Snyder,/players/s/snydeky01.shtml,TBR,2021
4,57,us US,"Jul 14, 1963",Bullpen,Apr 1,,Stan Boroski,/register/player.fcgi?id=borosk001sta,TBR,2021
5,50,us US,"Sep 18, 1970",First Base,Apr 1,,Ozzie Timmons,/players/t/timmooz01.shtml,TBR,2021
6,43,us US,"Aug 7, 1977",Third Base,Apr 1,,Rodney Linares,/register/player.fcgi?id=linare001rod,TBR,2021
7,,,Unknown,Analytics,Apr 1,,Jonathan Erlichman,,TBR,2021
8,43,us US,"Nov 10, 1977",Bullpen Catcher,Apr 1,,Mikaela Dworken,/register/player.fcgi?id=dworke001mik,TBR,2021
9,45,us US,"Apr 14, 1976",Major League Field Coordinator,Apr 1,,Paul Hoover,/players/h/hoovepa01.shtml,TBR,2021
10,42,us US,"Dec 6, 1977",Manager,Jul 24,Sep 27,Kevin Cash,/managers/cashke01.shtml,TBR,2020
11,46,us US,"Nov 14, 1973",Bench,Jul 24,,Matt Quatraro,/managers/quatrma99.shtml,TBR,2020
12,48,us US,"Oct 15, 1971",Hitting,Jul 24,,Chad Mottola,/players/m/mottoch01.shtml,TBR,2020
13,42,us US,"Sep 9, 1977",Pitching,Jul 24,,Kyle Snyder,/players/s/snydeky01.shtml,TBR,2020
14,56,us US,"Jul 14, 1963",Bullpen,Jul 24,,Stan Boroski,/register/player.fcgi?id=borosk001sta,TBR,2020
15,49,us US,"Sep 18, 1970",First Base,Jul 24,,Ozzie Timmons,/players/t/timmooz01.shtml,TBR,2020
16,69,do DO,"Feb 28, 1951",Third Base,Jul 24,,Rufino Linares,/players/l/linarru01.shtml,TBR,2020
17,43,us US,"Dec 6, 1977",Manager,Apr 1,Oct 3,Kevin Cash,/managers/cashke01.shtml,TBR,2021
18,47,us US,"Nov 14, 1973",Bench,Apr 1,,Matt Quatraro,/managers/quatrma99.shtml,TBR,2021
19,49,us US,"Oct 15, 1971",Hitting,Apr 1,,Chad Mottola,/players/m/mottoch01.shtml,TBR,2021
20,43,us US,"Sep 9, 1977",Pitching,Apr 1,,Kyle Snyder,/players/s/snydeky01.shtml,TBR,2021
21,57,us US,"Jul 14, 1963",Bullpen,Apr 1,,Stan Boroski,/register/player.fcgi?id=borosk001sta,TBR,2021
22,50,us US,"Sep 18, 1970",First Base,Apr 1,,Ozzie Timmons,/players/t/timmooz01.shtml,TBR,2021
23,43,us US,"Aug 7, 1977",Third Base,Apr 1,,Rodney Linares,/register/player.fcgi?id=linare001rod,TBR,2021
24,,,Unknown,Analytics,Apr 1,,Jonathan Erlichman,,TBR,2021
25,43,us US,"Nov 10, 1977",Bullpen Catcher,Apr 1,,Mikaela Dworken,/register/player.fcgi?id=dworke001mik,TBR,2021
26,45,us US,"Apr 14, 1976",Major League Field Coordinator,Apr 1,,Paul Hoover,/players/h/hoovepa01.shtml,TBR,2021
27,42,us US,"Dec 6, 1977",Manager,Jul 24,Sep 27,Kevin Cash,/managers/cashke01.shtml,TBR,2020
28,46,us US,"Nov 14, 1973",Bench,Jul 24,,Matt Quatraro,/managers/quatrma99.shtml,TBR,2020
29,48,us US,"Oct 15, 1971",Hitting,Jul 24,,Chad Mottola,/players/m/mottoch01.shtml,TBR,2020
30,42,us US,"Sep 9, 1977",Pitching,Jul 24,,Kyle Snyder,/players/s/snydeky01.shtml,TBR,2020
31,56,us US,"Jul 14, 1963",Bullpen,Jul 24,,Stan Boroski,/register/player.fcgi?id=borosk001sta,TBR,2020
32,49,us US,"Sep 18, 1970",First Base,Jul 24,,Ozzie Timmons,/players/t/timmooz01.shtml,TBR,2020
33,69,do DO,"Feb 28, 1951",Third Base,Jul 24,,Rufino Linares,/players/l/linarru01.shtml,TBR,2020
34,41,us US,"Dec 6, 1977",Manager,Mar 28,Sep 29,Kevin Cash,/managers/cashke01.shtml,TBR,2019
35,45,us US,"Nov 14, 1973",Bench,Mar 28,,Matt Quatraro,/managers/quatrma99.shtml,TBR,2019
36,47,us US,"Oct 15, 1971",Hitting,Mar 28,,Chad Mottola,/players/m/mottoch01.shtml,TBR,2019
37,41,us US,"Sep 9, 1977",Pitching,Mar 28,,Kyle Snyder,/players/s/snydeky01.shtml,TBR,2019
38,55,us US,"Jul 14, 1963",Bullpen,Mar 28,,Stan Boroski,/register/player.fcgi?id=borosk001sta,TBR,2019
39,48,us US,"Sep 18, 1970",First Base,Mar 28,,Ozzie Timmons,/players/t/timmooz01.shtml,TBR,2019
40,41,us US,"Aug 7, 1977",Third Base,Mar 28,,Rodney Linares,/register/player.fcgi?id=linare001rod,TBR,2019
41,,,Unknown,Analytics,Mar 28,,Jonathan Erlichman,,TBR,2019
42,31,do DO,"Nov 20, 1987",Bullpen Catcher,Mar 28,,Mayo Acosta,/register/player.fcgi?id=acosta001may,TBR,2019
43,41,us US,"Nov 10, 1977",Bullpen Catcher,Mar 28,,Mikaela Dworken,/register/player.fcgi?id=dworke001mik,TBR,2019
44,31,do DO,"Apr 4, 1988",Catching Coordinator,Mar 28,,Tomas Francisco,/register/player.fcgi?id=franci001tom,TBR,2019
45,36,us US,"Oct 30, 1982",Field Coordinator,Mar 28,,Craig Albernaz,/register/player.fcgi?id=albern001cra,TBR,2019
46,43,us US,"Aug 26, 1975",Field Coordinator,Mar 28,,Mike Johns,/register/player.fcgi?id=johns-001mic,TBR,2019
47,73,mx MX,"Sep 16, 1945",Infield Coordinator,Mar 28,,Hector Torres,/players/t/torrehe01.shtml,TBR,2019
48,43,us US,"Apr 14, 1976",Major League Field Coordinator,Mar 28,,Paul Hoover,/players/h/hoovepa01.shtml,TBR,2019
49,40,us US,"Dec 6, 1977",Manager,Mar 29,Sep 30,Kevin Cash,/managers/cashke01.shtml,TBR,2018
50,52,pr PR,"Oct 17, 1965",Bench,Mar 29,Sep 30,Charlie Montoyo,/managers/montoch01.shtml,TBR,2018
51,46,us US,"Oct 15, 1971",Hitting,Mar 29,Sep 30,Chad Mottola,/players/m/mottoch01.shtml,TBR,2018
52,40,us US,"Sep 9, 1977",Pitching,Mar 29,Sep 30,Kyle Snyder,/players/s/snydeky01.shtml,TBR,2018
53,54,us US,"Jul 14, 1963",Bullpen,Mar 29,Sep 30,Stan Boroski,/register/player.fcgi?id=borosk001sta,TBR,2018
54,47,us US,"Sep 18, 1970",First base,Mar 29,Sep 30,Ozzie Timmons,/players/t/timmooz01.shtml,TBR,2018
55,44,us US,"Nov 14, 1973",Third base,Mar 29,Sep 30,Matt Quatraro,/managers/quatrma99.shtml,TBR,2018
56,39,us US,"Dec 6, 1977",Manager,Apr 2,Oct 1,Kevin Cash,/managers/cashke01.shtml,TBR,2017
57,57,us US,"Sep 9, 1959",Bench,Apr 2,Oct 1,Tom Foley,/players/f/foleyto02.shtml,TBR,2017
58,45,us US,"Oct 15, 1971",Hitting,Apr 2,Oct 1,Chad Mottola,/players/m/mottoch01.shtml,TBR,2017
59,55,us US,"Oct 12, 1961",Pitching,Apr 2,Oct 1,Jim Hickey,/register/player.fcgi?id=hickey003jam,TBR,2017
60,53,us US,"Jul 14, 1963",Bullpen,Apr 2,Oct 1,Stan Boroski,/register/player.fcgi?id=borosk001sta,TBR,2017
61,35,us US,"Sep 25, 1981",First base,Apr 2,Oct 1,Rocco Baldelli,/players/b/baldero01.shtml,TBR,2017
62,51,pr PR,"Oct 17, 1965",Third base,Apr 2,Oct 1,Charlie Montoyo,/managers/montoch01.shtml,TBR,2017
63,38,us US,"Dec 6, 1977",Manager,Apr 3,Oct 2,Kevin Cash,/managers/cashke01.shtml,TBR,2016
64,56,us US,"Sep 9, 1959",Bench,Apr 3,Oct 2,Tom Foley,/players/f/foleyto02.shtml,TBR,2016
65,45,us US,"Jul 30, 1970",Hitting,Apr 3,Oct 2,Derek Shelton,/managers/sheltde99.shtml,TBR,2016
66,54,us US,"Oct 12, 1961",Pitching,Apr 3,Oct 2,Jim Hickey,/register/player.fcgi?id=hickey003jam,TBR,2016
67,52,us US,"Jul 14, 1963",Bullpen,Apr 3,Oct 2,Stan Boroski,/register/player.fcgi?id=borosk001sta,TBR,2016
68,34,us US,"Sep 25, 1981",First base,Apr 3,Oct 2,Rocco Baldelli,/players/b/baldero01.shtml,TBR,2016
69,50,pr PR,"Oct 17, 1965",Third base,Apr 3,Oct 2,Charlie Montoyo,/managers/montoch01.shtml,TBR,2016
70,56,us US,"Sep 5, 1959",,Apr 3,Oct 2,Jamie Nelson,/players/n/nelsoja01.shtml,TBR,2016
71,37,us US,"Dec 6, 1977",Manager,Apr 6,Oct 4,Kevin Cash,/managers/cashke01.shtml,TBR,2015
72,55,us US,"Sep 9, 1959",Bench,Apr 6,Oct 4,Tom Foley,/players/f/foleyto02.shtml,TBR,2015
73,44,us US,"Jul 30, 1970",Hitting,Apr 6,Oct 4,Derek Shelton,/managers/sheltde99.shtml,TBR,2015
74,53,us US,"Oct 12, 1961",Pitching,Apr 6,Oct 4,Jim Hickey,/register/player.fcgi?id=hickey003jam,TBR,2015
75,51,us US,"Jul 14, 1963",Bullpen,Apr 6,Oct 4,Stan Boroski,/register/player.fcgi?id=borosk001sta,TBR,2015
76,33,us US,"Sep 25, 1981",First base,Apr 6,Oct 4,Rocco Baldelli,/players/b/baldero01.shtml,TBR,2015
77,49,pr PR,"Oct 17, 1965",Third base,Apr 6,Oct 4,Charlie Montoyo,/managers/montoch01.shtml,TBR,2015
78,55,us US,"Sep 5, 1959",,Apr 6,Oct 4,Jamie Nelson,/players/n/nelsoja01.shtml,TBR,2015
79,60,us US,"Feb 8, 1954",Manager,Mar 31,Sep 28,Joe Maddon,/managers/maddojo99.shtml,TBR,2014
80,49,us US,"Sep 26, 1964",Bench,Mar 31,Sep 28,Dave Martinez,/players/m/martida01.shtml,TBR,2014
81,43,us US,"Jul 30, 1970",Hitting,Mar 31,Sep 28,Derek Shelton,/managers/sheltde99.shtml,TBR,2014
82,52,us US,"Oct 12, 1961",Pitching,Mar 31,Sep 28,Jim Hickey,/register/player.fcgi?id=hickey003jam,TBR,2014
83,50,us US,"Jul 14, 1963",Bullpen,Mar 31,Sep 28,Stan Boroski,/register/player.fcgi?id=borosk001sta,TBR,2014
84,64,us US,"Oct 18, 1949",First base,Mar 31,Sep 28,George Hendrick,/players/h/hendrge01.shtml,TBR,2014
85,54,us US,"Sep 9, 1959",Third base,Mar 31,Sep 28,Tom Foley,/players/f/foleyto02.shtml,TBR,2014
86,54,us US,"Sep 5, 1959",,Mar 31,Sep 28,Jamie Nelson,/players/n/nelsoja01.shtml,TBR,2014
87,59,us US,"Feb 8, 1954",Manager,Apr 2,Sep 30,Joe Maddon,/managers/maddojo99.shtml,TBR,2013
88,48,us US,"Sep 26, 1964",Bench,Apr 2,Sep 30,Dave Martinez,/players/m/martida01.shtml,TBR,2013
89,42,us US,"Jul 30, 1970",Hitting,Apr 2,Sep 30,Derek Shelton,/managers/sheltde99.shtml,TBR,2013
90,51,us US,"Oct 12, 1961",Pitching,Apr 2,Sep 30,Jim Hickey,/register/player.fcgi?id=hickey003jam,TBR,2013
91,49,us US,"Jul 14, 1963",Bullpen,Apr 2,Sep 30,Stan Boroski,/register/player.fcgi?id=borosk001sta,TBR,2013
92,63,us US,"Oct 18, 1949",First base,Apr 2,Sep 30,George Hendrick,/players/h/hendrge01.shtml,TBR,2013
93,53,us US,"Sep 9, 1959",Third base,Apr 2,Sep 30,Tom Foley,/players/f/foleyto02.shtml,TBR,2013
94,53,us US,"Sep 5, 1959",,Apr 2,Sep 30,Jamie Nelson,/players/n/nelsoja01.shtml,TBR,2013
95,58,us US,"Feb 8, 1954",Manager,Apr 6,Oct 3,Joe Maddon,/managers/maddojo99.shtml,TBR,2012
96,47,us US,"Sep 26, 1964",Bench,Apr 6,Oct 3,Dave Martinez,/players/m/martida01.shtml,TBR,2012
97,41,us US,"Jul 30, 1970",Hitting,Apr 6,Oct 3,Derek Shelton,/managers/sheltde99.shtml,TBR,2012
98,50,us US,"Oct 12, 1961",Pitching,Apr 6,Oct 3,Jim Hickey,/register/player.fcgi?id=hickey003jam,TBR,2012
99,48,us US,"Jul 14, 1963",Bullpen,Apr 6,Oct 3,Stan Boroski,/register/player.fcgi?id=borosk001sta,TBR,2012
100,62,us US,"Oct 18, 1949",First base,Apr 6,Oct 3,George Hendrick,/players/h/hendrge01.shtml,TBR,2012
101,52,us US,"Sep 9, 1959",Third base,Apr 6,Oct 3,Tom Foley,/players/f/foleyto02.shtml,TBR,2012
102,57,us US,"Feb 8, 1954",Manager,Apr 1,Sep 28,Joe Maddon,/managers/maddojo99.shtml,TBR,2011
103,46,us US,"Sep 26, 1964",Bench,Apr 1,Sep 28,Dave Martinez,/players/m/martida01.shtml,TBR,2011
104,40,us US,"Jul 30, 1970",Hitting,Apr 1,Sep 28,Derek Shelton,/managers/sheltde99.shtml,TBR,2011
105,49,us US,"Oct 12, 1961",Pitching,Apr 1,Sep 28,Jim Hickey,/register/player.fcgi?id=hickey003jam,TBR,2011
106,55,cu CU,"Nov 5, 1955",Bullpen,Apr 1,Sep 28,Bobby Ramos,/players/r/ramosbo01.shtml,TBR,2011
107,61,us US,"Oct 18, 1949",First base,Apr 1,Sep 28,George Hendrick,/players/h/hendrge01.shtml,TBR,2011
108,51,us US,"Sep 9, 1959",Third base,Apr 1,Sep 28,Tom Foley,/players/f/foleyto02.shtml,TBR,2011
109,56,us US,"Feb 8, 1954",Manager,Apr 6,Oct 3,Joe Maddon,/managers/maddojo99.shtml,TBR,2010
110,45,us US,"Sep 26, 1964",Bench,Apr 6,Oct 3,Dave Martinez,/players/m/martida01.shtml,TBR,2010
111,39,us US,"Jul 30, 1970",Hitting,Apr 6,Oct 3,Derek Shelton,/managers/sheltde99.shtml,TBR,2010
112,48,us US,"Oct 12, 1961",Pitching,Apr 6,Oct 3,Jim Hickey,/register/player.fcgi?id=hickey003jam,TBR,2010
113,54,cu CU,"Nov 5, 1955",Bullpen,Apr 6,Oct 3,Bobby Ramos,/players/r/ramosbo01.shtml,TBR,2010
114,60,us US,"Oct 18, 1949",First base,Apr 6,Oct 3,George Hendrick,/players/h/hendrge01.shtml,TBR,2010
115,50,us US,"Sep 9, 1959",Third base,Apr 6,Oct 3,Tom Foley,/players/f/foleyto02.shtml,TBR,2010
116,55,us US,"Feb 8, 1954",Manager,Apr 7,Oct 4,Joe Maddon,/managers/maddojo99.shtml,TBR,2009
117,44,us US,"Sep 26, 1964",Bench,Apr 7,Oct 4,Dave Martinez,/players/m/martida01.shtml,TBR,2009
118,56,us US,"Nov 18, 1952",Hitting,Apr 7,Oct 4,Steve Henderson,/players/h/hendest01.shtml,TBR,2009
119,47,us US,"Oct 12, 1961",Pitching,Apr 7,Oct 4,Jim Hickey,/register/player.fcgi?id=hickey003jam,TBR,2009
120,53,cu CU,"Nov 5, 1955",Bullpen,Apr 7,Oct 4,Bobby Ramos,/players/r/ramosbo01.shtml,TBR,2009
121,59,us US,"Oct 18, 1949",First base,Apr 7,Oct 4,George Hendrick,/players/h/hendrge01.shtml,TBR,2009
122,49,us US,"Sep 9, 1959",Third base,Apr 7,Oct 4,Tom Foley,/players/f/foleyto02.shtml,TBR,2009
123,54,us US,"Feb 8, 1954",Manager,Mar 31,Sep 28,Joe Maddon,/managers/maddojo99.shtml,TBR,2008
124,43,us US,"Sep 26, 1964",Bench,Mar 31,Sep 28,Dave Martinez,/players/m/martida01.shtml,TBR,2008
125,55,us US,"Nov 18, 1952",Hitting,Mar 31,Sep 28,Steve Henderson,/players/h/hendest01.shtml,TBR,2008
126,46,us US,"Oct 12, 1961",Pitching,Mar 31,Sep 28,Jim Hickey,/register/player.fcgi?id=hickey003jam,TBR,2008
127,52,cu CU,"Nov 5, 1955",Bullpen,Mar 31,Sep 28,Bobby Ramos,/players/r/ramosbo01.shtml,TBR,2008
128,58,us US,"Oct 18, 1949",First base,Mar 31,Sep 28,George Hendrick,/players/h/hendrge01.shtml,TBR,2008
129,48,us US,"Sep 9, 1959",Third base,Mar 31,Sep 28,Tom Foley,/players/f/foleyto02.shtml,TBR,2008
130,53,us US,"Feb 8, 1954",Manager,Apr 2,Sep 30,Joe Maddon,/managers/maddojo99.shtml,TBR,2007
131,53,us US,"Jan 29, 1954",Bench,Apr 2,Sep 30,Bill Evers,/register/player.fcgi?id=evers-001wil,TBR,2007
132,54,us US,"Nov 18, 1952",Hitting,Apr 2,Sep 30,Steve Henderson,/players/h/hendest01.shtml,TBR,2007
133,45,us US,"Oct 12, 1961",Pitching,Apr 2,Sep 30,Jim Hickey,/register/player.fcgi?id=hickey003jam,TBR,2007
134,51,cu CU,"Nov 5, 1955",Bullpen,Apr 2,Sep 30,Bobby Ramos,/players/r/ramosbo01.shtml,TBR,2007
135,57,us US,"Oct 18, 1949",First base,Apr 2,Sep 30,George Hendrick,/players/h/hendrge01.shtml,TBR,2007
136,42,us US,"Sep 26, 1964",First base,Apr 2,Sep 30,Dave Martinez,/players/m/martida01.shtml,TBR,2007
137,47,us US,"Sep 9, 1959",Third base,Apr 2,Sep 30,Tom Foley,/players/f/foleyto02.shtml,TBR,2007
138,52,us US,"Feb 8, 1954",Manager,Apr 3,Oct 1,Joe Maddon,/managers/maddojo99.shtml,TBR,2006
139,52,us US,"Jan 29, 1954",Bench,Apr 3,Oct 1,Bill Evers,/register/player.fcgi?id=evers-001wil,TBR,2006
140,53,us US,"Nov 18, 1952",Hitting,Apr 3,Oct 1,Steve Henderson,/players/h/hendest01.shtml,TBR,2006
141,41,us US,"May 10, 1965",Pitching,Apr 3,Oct 1,Mike Butcher,/players/b/butchmi01.shtml,TBR,2006
142,50,cu CU,"Nov 5, 1955",Bullpen,Apr 3,Oct 1,Bobby Ramos,/players/r/ramosbo01.shtml,TBR,2006
143,56,us US,"Oct 18, 1949",First base,Apr 3,Oct 1,George Hendrick,/players/h/hendrge01.shtml,TBR,2006
144,46,us US,"Sep 9, 1959",Third base,Apr 3,Oct 1,Tom Foley,/players/f/foleyto02.shtml,TBR,2006
145,75,us US,"Jan 17, 1931",Coach,Apr 3,Oct 1,Don Zimmer,/players/z/zimmedo01.shtml,TBR,2006
146,61,us US,"Aug 28, 1943",Manager,Apr 4,Oct 2,Lou Piniella,/managers/pinielo01.shtml,TBR,2005
147,53,us US,"Sep 29, 1951",Bench,Apr 4,Oct 2,John McLaren,/managers/mclarjo99.shtml,TBR,2005
148,67,us US,"Jul 16, 1937",Hitting,Apr 4,Oct 2,Lee Elia,/managers/eliale01.shtml,TBR,2005
149,44,us US,"Nov 11, 1960",Pitching,Apr 4,Oct 2,Chuck Hernández,/register/player.fcgi?id=hernan002car,TBR,2005
150,45,us US,"Mar 22, 1960",Bullpen,Apr 4,Oct 2,Matt Sinatro,/players/s/sinatma01.shtml,TBR,2005
151,44,us US,"Oct 4, 1960",First base,Apr 4,Oct 2,Billy Hatcher,/players/h/hatchbi01.shtml,TBR,2005
152,45,us US,"Sep 9, 1959",Third base,Apr 4,Oct 2,Tom Foley,/players/f/foleyto02.shtml,TBR,2005
153,74,us US,"Jan 17, 1931",Coach,Apr 4,Oct 2,Don Zimmer,/players/z/zimmedo01.shtml,TBR,2005
154,60,us US,"Aug 28, 1943",Manager,Mar 30,Oct 3,Lou Piniella,/managers/pinielo01.shtml,TBR,2004
155,52,us US,"Sep 29, 1951",Bench,Mar 30,Oct 3,John McLaren,/managers/mclarjo99.shtml,TBR,2004
156,66,us US,"Jul 16, 1937",Hitting,Mar 30,Oct 3,Lee Elia,/managers/eliale01.shtml,TBR,2004
157,43,us US,"Nov 11, 1960",Pitching,Mar 30,Oct 3,Chuck Hernández,/register/player.fcgi?id=hernan002car,TBR,2004
158,44,us US,"Mar 22, 1960",Bullpen,Mar 30,Oct 3,Matt Sinatro,/players/s/sinatma01.shtml,TBR,2004
159,43,us US,"Oct 4, 1960",First base,Mar 30,Oct 3,Billy Hatcher,/players/h/hatchbi01.shtml,TBR,2004
160,44,us US,"Sep 9, 1959",Third base,Mar 30,Oct 3,Tom Foley,/players/f/foleyto02.shtml,TBR,2004
161,73,us US,"Jan 17, 1931",Coach,Mar 30,Oct 3,Don Zimmer,/players/z/zimmedo01.shtml,TBR,2004
162,59,us US,"Aug 28, 1943",Manager,Mar 31,Sep 28,Lou Piniella,/managers/pinielo01.shtml,TBR,2003
163,51,us US,"Sep 29, 1951",Bench,Mar 31,Sep 28,John McLaren,/managers/mclarjo99.shtml,TBR,2003
164,65,us US,"Jul 16, 1937",Hitting,Mar 31,Sep 28,Lee Elia,/managers/eliale01.shtml,TBR,2003
165,40,us US,"Apr 3, 1963",Pitching,Mar 31,Sep 28,Chris Bosio,/players/b/bosioch01.shtml,TBR,2003
166,43,us US,"Mar 22, 1960",Bullpen,Mar 31,Sep 28,Matt Sinatro,/players/s/sinatma01.shtml,TBR,2003
167,42,us US,"Oct 4, 1960",First base,Mar 31,Sep 28,Billy Hatcher,/players/h/hatchbi01.shtml,TBR,2003
168,43,us US,"Sep 9, 1959",Third base,Mar 31,Sep 28,Tom Foley,/players/f/foleyto02.shtml,TBR,2003
169,56,us US,"Jul 10, 1945",Manager,Apr 2,Sep 29,Hal McRae,/players/m/mcraeha01.shtml,TBR,2002
170,41,us US,"Oct 4, 1960",Bench,Apr 2,Sep 29,Billy Hatcher,/players/h/hatchbi01.shtml,TBR,2002
171,51,us US,"Aug 1, 1950",Hitting,Apr 2,Sep 29,Milt May,/players/m/maymi01.shtml,TBR,2002
172,59,us US,"May 31, 1943",Pitching,Apr 2,Sep 29,Jackie Brown,/players/b/brownja01.shtml,TBR,2002
173,57,us US,"Oct 29, 1944",Bullpen,Apr 2,Sep 29,Glenn Ezell,/register/player.fcgi?id=ezell-001gle,TBR,2002
174,59,us US,"Mar 23, 1943",First base,Apr 2,Sep 29,Lee May,/players/m/mayle01.shtml,TBR,2002
175,42,us US,"Sep 9, 1959",Third base,Apr 2,Sep 29,Tom Foley,/players/f/foleyto02.shtml,TBR,2002
176,47,us US,"Mar 12, 1954",Manager,Apr 3,Apr 17,Larry Rothschild,/managers/rothsla01.shtml,TBR,2001
177,55,us US,"Jul 10, 1945",Manager,Apr 18,Oct 7,Hal McRae,/players/m/mcraeha01.shtml,TBR,2001
178,55,us US,"Jul 10, 1945",Bench,Apr 3,Apr 17,Hal McRae,/players/m/mcraeha01.shtml,TBR,2001
179,40,us US,"Oct 4, 1960",Bench,Apr 18,Oct 7,Billy Hatcher,/players/h/hatchbi01.shtml,TBR,2001
180,43,us US,"Jun 15, 1958",Hitting,Apr 3,Oct 7,Wade Boggs,/players/b/boggswa01.shtml,TBR,2001
181,70,us US,"Oct 11, 1930",Pitching,Apr 3,Oct 7,Bill Fischer,/players/f/fischbi01.shtml,TBR,2001
182,52,us US,"May 27, 1949",Bullpen,Apr 3,Apr 17,Terry Collins,/managers/collite99.shtml,TBR,2001
183,56,us US,"Oct 29, 1944",Bullpen,Apr 3,Oct 7,Glenn Ezell,/register/player.fcgi?id=ezell-001gle,TBR,2001
184,39,us US,"Jan 3, 1962",Bullpen,Apr 18,Oct 7,Darren Daulton,/players/d/daultda01.shtml,TBR,2001
185,57,cu CU,"Oct 7, 1943",First base,Apr 3,Oct 7,Jose Cardenal,/players/c/cardejo02.shtml,TBR,2001
186,58,us US,"Mar 23, 1943",First base,Apr 3,Oct 7,Lee May,/players/m/mayle01.shtml,TBR,2001
187,40,us US,"Oct 4, 1960",Third base,Apr 3,Apr 17,Billy Hatcher,/players/h/hatchbi01.shtml,TBR,2001
188,52,us US,"May 27, 1949",Third base,Apr 18,Oct 7,Terry Collins,/managers/collite99.shtml,TBR,2001
189,46,us US,"Mar 12, 1954",Manager,Apr 3,Oct 1,Larry Rothschild,/managers/rothsla01.shtml,TBR,2000
190,51,us US,"Oct 21, 1948",Bench,Apr 3,Oct 1,Bill Russell,/players/r/russebi01.shtml,TBR,2000
191,49,us US,"Jan 22, 1951",Hitting,Apr 3,Oct 1,Leon Roberts,/players/r/roberle01.shtml,TBR,2000
192,69,us US,"Oct 11, 1930",Pitching,Apr 3,Oct 1,Bill Fischer,/players/f/fischbi01.shtml,TBR,2000
193,43,us US,"Nov 21, 1956",Pitching,Apr 3,Oct 1,Rick Williams,/register/player.fcgi?id=willia006ric,TBR,2000
194,54,pr PR,"Jun 24, 1946",Bullpen,Apr 3,Oct 1,Orlando Gomez,/register/player.fcgi?id=gomez-003jua,TBR,2000
195,56,cu CU,"Oct 7, 1943",First base,Apr 3,Oct 1,Jose Cardenal,/players/c/cardejo02.shtml,TBR,2000
196,39,us US,"Oct 4, 1960",Third base,Apr 3,Oct 1,Billy Hatcher,/players/h/hatchbi01.shtml,TBR,2000
197,45,us US,"Mar 12, 1954",Manager,Apr 5,Oct 3,Larry Rothschild,/managers/rothsla01.shtml,TBR,1999
198,62,us US,"Aug 8, 1936",Bench,Apr 5,Oct 3,Frank Howard,/players/h/howarfr01.shtml,TBR,1999
199,48,us US,"Jan 22, 1951",Hitting,Apr 5,Oct 3,Leon Roberts,/players/r/roberle01.shtml,TBR,1999
200,42,us US,"Nov 21, 1956",Pitching,Apr 5,Oct 3,Rick Williams,/register/player.fcgi?id=willia006ric,TBR,1999
201,53,pr PR,"Jun 24, 1946",Bullpen,Apr 5,Oct 3,Orlando Gomez,/register/player.fcgi?id=gomez-003jua,TBR,1999
202,38,us US,"Oct 4, 1960",First base,Apr 5,Oct 3,Billy Hatcher,/players/h/hatchbi01.shtml,TBR,1999
203,53,us US,"Jul 17, 1945",Third base,Apr 5,Oct 3,Greg Riddoch,/managers/riddogr99.shtml,TBR,1999
204,45,pr PR,"Oct 18, 1975",Manager,Apr 2,Oct 3,Alex Cora,/players/c/coraal01.shtml,BOS,2021
205,38,us US,"Oct 29, 1982",Bench,Apr 2,,Will Venable,/players/v/venabwi01.shtml,BOS,2021
206,33,us US,"Aug 3, 1987",Hitting,Apr 2,,Peter Fatse,/register/player.fcgi?id=fatse-001pet,BOS,2021
207,30,us US,"Sep 5, 1990",Hitting,Apr 2,,Reed Gragnani,/register/player.fcgi?id=gragna001ree,BOS,2021
208,49,us US,"Oct 3, 1971",Hitting,Apr 2,,Tim Hyers,/players/h/hyersti01.shtml,BOS,2021
209,41,us US,"Nov 9, 1979",Pitching,Apr 2,,Dave Bush,/players/b/bushda01.shtml,BOS,2021
210,44,us US,"Sep 20, 1976",Bullpen,Apr 2,,Kevin Walker,/players/w/walkeke02.shtml,BOS,2021
211,52,us US,"Jul 27, 1968",First Base,Apr 2,,Tom Goodwin,/players/g/goodwto01.shtml,BOS,2021
212,45,do DO,"May 24, 1976",Third Base,Apr 2,,Carlos Febles,/players/f/febleca01.shtml,BOS,2021
213,,,Unknown,Bullpen Catcher,Apr 2,,Mani Martinez,,BOS,2021
214,34,us US,"Oct 14, 1986",Bullpen Catcher,Apr 2,,Michael Brenly,/register/player.fcgi?id=brenly001mic,BOS,2021
215,49,us US,"Mar 26, 1972",Catching Coordinator,Apr 2,,Chad Epperson,/register/player.fcgi?id=eppers001cha,BOS,2021
216,49,us US,"Apr 11, 1972",Game Planning Coordinator,Apr 2,,Jason Varitek,/players/v/varitja01.shtml,BOS,2021
217,44,pr PR,"Aug 21, 1976",Quality Control/Interpreter,Apr 2,,Ramón Vázquez,/players/v/vazqura01.shtml,BOS,2021
