,0,1,2,3,4,5,Coach,URL,TM,Season
2225,58,us US,"May 4, 1945",Bench,Apr 1,Sep 28,Rene Lachemann,/managers/lachere01.shtml,SEA,2003
2226,52,us US,"Sep 2, 1950",Hitting,Apr 1,Sep 28,Lamar Johnson,/players/j/johnsla02.shtml,SEA,2003
2227,41,us US,"Jun 22, 1962",Pitching,Apr 1,Sep 28,Bryan Price,/managers/pricebr99.shtml,SEA,2003
2228,57,pr PR,"Jun 24, 1946",Bullpen,Apr 1,Sep 28,Orlando Gomez,/register/player.fcgi?id=gomez-003jua,SEA,2003
2229,45,us US,"Aug 9, 1957",First base,Apr 1,Sep 28,John Moses,/players/m/mosesjo01.shtml,SEA,2003
2230,43,us US,"Aug 8, 1959",Third base,Apr 1,Sep 28,Dave Myers,/register/player.fcgi?id=myers-003dav,SEA,2003
2231,58,us US,"Aug 28, 1943",Manager,Apr 1,Sep 29,Lou Piniella,/managers/pinielo01.shtml,SEA,2002
2232,50,us US,"Sep 29, 1951",Bench,Apr 1,Sep 29,John McLaren,/managers/mclarjo99.shtml,SEA,2002
2233,41,us US,"Oct 30, 1960",Hitting,Apr 1,Sep 29,Gerald Perry,/players/p/perryge01.shtml,SEA,2002
2234,40,us US,"Jun 22, 1962",Pitching,Apr 1,Sep 29,Bryan Price,/managers/pricebr99.shtml,SEA,2002
2235,42,us US,"Mar 22, 1960",Bullpen,Apr 1,Sep 29,Matt Sinatro,/players/s/sinatma01.shtml,SEA,2002
2236,44,us US,"Aug 9, 1957",First base,Apr 1,Sep 29,John Moses,/players/m/mosesjo01.shtml,SEA,2002
2237,42,us US,"Aug 8, 1959",Third base,Apr 1,Sep 29,Dave Myers,/register/player.fcgi?id=myers-003dav,SEA,2002
2238,64,us US,"Jul 16, 1937",Coach,Apr 1,Sep 29,Lee Elia,/managers/eliale01.shtml,SEA,2002
2239,57,us US,"Aug 28, 1943",Manager,Apr 2,Oct 7,Lou Piniella,/managers/pinielo01.shtml,SEA,2001
2240,49,us US,"Sep 29, 1951",Bench,Apr 2,Oct 7,John McLaren,/managers/mclarjo99.shtml,SEA,2001
2241,40,us US,"Oct 30, 1960",Hitting,Apr 2,Oct 7,Gerald Perry,/players/p/perryge01.shtml,SEA,2001
2242,39,us US,"Jun 22, 1962",Pitching,Apr 2,Oct 7,Bryan Price,/managers/pricebr99.shtml,SEA,2001
2243,41,us US,"Mar 22, 1960",Bullpen,Apr 2,Oct 7,Matt Sinatro,/players/s/sinatma01.shtml,SEA,2001
2244,43,us US,"Aug 9, 1957",First base,Apr 2,Oct 7,John Moses,/players/m/mosesjo01.shtml,SEA,2001
2245,41,us US,"Aug 8, 1959",Third base,Apr 2,Oct 7,Dave Myers,/register/player.fcgi?id=myers-003dav,SEA,2001
2246,63,us US,"Jul 16, 1937",Coach,Apr 2,Oct 7,Lee Elia,/managers/eliale01.shtml,SEA,2001
2247,56,us US,"Aug 28, 1943",Manager,Apr 4,Oct 1,Lou Piniella,/managers/pinielo01.shtml,SEA,2000
2248,48,us US,"Sep 29, 1951",Bench,Apr 4,Oct 1,John McLaren,/managers/mclarjo99.shtml,SEA,2000
2249,39,us US,"Oct 30, 1960",Hitting,Apr 4,Oct 1,Gerald Perry,/players/p/perryge01.shtml,SEA,2000
2250,38,us US,"Jun 22, 1962",Pitching,Apr 4,Oct 1,Bryan Price,/managers/pricebr99.shtml,SEA,2000
2251,40,us US,"Mar 22, 1960",Bullpen,Apr 4,Oct 1,Matt Sinatro,/players/s/sinatma01.shtml,SEA,2000
2252,42,us US,"Aug 9, 1957",First base,Apr 4,Oct 1,John Moses,/players/m/mosesjo01.shtml,SEA,2000
2253,54,us US,"Dec 6, 1945",Third base,Apr 4,Oct 1,Larry Bowa,/players/b/bowala01.shtml,SEA,2000
2254,55,us US,"Aug 28, 1943",Manager,Apr 5,Oct 3,Lou Piniella,/managers/pinielo01.shtml,SEA,1999
2255,47,us US,"Sep 29, 1951",Bench,Apr 5,Oct 3,John McLaren,/managers/mclarjo99.shtml,SEA,1999
2256,39,us US,"Oct 29, 1959",Hitting,Apr 5,Oct 3,Jesse Barfield,/players/b/barfije01.shtml,SEA,1999
2257,62,us US,"Sep 14, 1936",Pitching,Apr 5,Oct 3,Stan Williams,/players/w/willist02.shtml,SEA,1999
2258,39,us US,"Mar 22, 1960",Bullpen,Apr 5,Oct 3,Matt Sinatro,/players/s/sinatma01.shtml,SEA,1999
2259,47,do DO,"May 9, 1952",First base,Apr 5,Oct 3,Sam Mejias,/players/m/mejiasa01.shtml,SEA,1999
2260,46,us US,"Jul 21, 1952",Third base,Apr 5,Oct 3,Steve Smith,/register/player.fcgi?id=smith-012ste,SEA,1999
2261,59,us US,"Oct 28, 1961",Manager,Apr 1,Oct 3,Bob Melvin,/managers/melvibo01.shtml,OAK,2021
2262,47,us US,"Mar 28, 1974",Bench,Apr 1,,Ryan Christenson,/players/c/chrisry01.shtml,OAK,2021
2263,47,us US,"Jan 18, 1974",Hitting,Apr 1,,Darren Bush,/register/player.fcgi?id=bush--001dar,OAK,2021
2264,48,us US,"Nov 19, 1972",Hitting,Apr 1,,Eric Martins,/register/player.fcgi?id=martin009ant,OAK,2021
2265,49,us US,"Dec 22, 1971",Pitching,Apr 1,,Scott Emerson,/register/player.fcgi?id=emerso001sco,OAK,2021
2266,48,us US,"Dec 14, 1972",Bullpen,Apr 1,,Marcus Jensen,/players/j/jensema01.shtml,OAK,2021
2267,60,us US,"Jan 29, 1961",First Base,Apr 1,,Mike Aldrete,/players/a/aldremi01.shtml,OAK,2021
2268,45,us US,"Dec 2, 1975",Third Base,Apr 1,,Mark Kotsay,/players/k/kotsama01.shtml,OAK,2021
2269,,,Unknown,Bullpen Catcher,Apr 1,,Dustin Hughes,,OAK,2021
2270,30,us US,"Jul 22, 1990",Bullpen Catcher,Apr 1,,Philip Pohl,/register/player.fcgi?id=pohl--001phi,OAK,2021
2271,58,us US,"Oct 28, 1961",Manager,Jul 24,Sep 27,Bob Melvin,/managers/melvibo01.shtml,OAK,2020
2272,46,us US,"Mar 28, 1974",Bench,Jul 24,,Ryan Christenson,/players/c/chrisry01.shtml,OAK,2020
2273,46,us US,"Jan 18, 1974",Hitting,Jul 24,,Darren Bush,/register/player.fcgi?id=bush--001dar,OAK,2020
2274,47,us US,"Nov 19, 1972",Hitting,Jul 24,,Eric Martins,/register/player.fcgi?id=martin009ant,OAK,2020
2275,48,us US,"Dec 22, 1971",Pitching,Jul 24,,Scott Emerson,/register/player.fcgi?id=emerso001sco,OAK,2020
2276,47,us US,"Dec 14, 1972",Bullpen,Jul 24,,Marcus Jensen,/players/j/jensema01.shtml,OAK,2020
2277,59,us US,"Jan 29, 1961",First Base,Jul 24,,Mike Aldrete,/players/a/aldremi01.shtml,OAK,2020
2278,59,ve VE,"Aug 11, 1960",Third Base,Jul 24,,Al Pedrique,/players/p/pedrial01.shtml,OAK,2020
2279,57,us US,"Oct 28, 1961",Manager,Mar 20,Sep 29,Bob Melvin,/managers/melvibo01.shtml,OAK,2019
2280,45,us US,"Mar 28, 1974",Bench,Mar 20,,Ryan Christenson,/players/c/chrisry01.shtml,OAK,2019
2281,45,us US,"Jan 18, 1974",Hitting,Mar 20,,Darren Bush,/register/player.fcgi?id=bush--001dar,OAK,2019
2282,58,us US,"Jan 29, 1961",Assistant Hitting,Mar 20,,Mike Aldrete,/players/a/aldremi01.shtml,OAK,2019
2283,47,us US,"Dec 22, 1971",Pitching,Mar 20,,Scott Emerson,/register/player.fcgi?id=emerso001sco,OAK,2019
2284,46,us US,"Dec 14, 1972",Bullpen,Mar 20,,Marcus Jensen,/players/j/jensema01.shtml,OAK,2019
2285,58,ve VE,"Aug 11, 1960",First Base,Mar 20,,Al Pedrique,/players/p/pedrial01.shtml,OAK,2019
2286,53,us US,"Nov 28, 1965",Third Base,Mar 20,,Matt Williams,/players/w/willima04.shtml,OAK,2019
2287,28,us US,"Jul 13, 1990",Bullpen Catcher,Mar 20,,Jeremy Dowdy,/register/player.fcgi?id=dowdy-000jer,OAK,2019
2288,28,us US,"Jul 22, 1990",Bullpen Catcher,Mar 20,,Philip Pohl,/register/player.fcgi?id=pohl--001phi,OAK,2019
2289,43,us US,"Dec 2, 1975",Quality Control Coach,Mar 20,,Mark Kotsay,/players/k/kotsama01.shtml,OAK,2019
2290,56,us US,"Oct 28, 1961",Manager,Mar 29,Sep 30,Bob Melvin,/managers/melvibo01.shtml,OAK,2018
2291,44,us US,"Mar 28, 1974",Bench,Mar 29,Sep 30,Ryan Christenson,/players/c/chrisry01.shtml,OAK,2018
2292,57,us US,"Jan 29, 1961",Hitting,Mar 29,Sep 30,Mike Aldrete,/players/a/aldremi01.shtml,OAK,2018
2293,44,us US,"Jan 18, 1974",Hitting,Mar 29,Sep 30,Darren Bush,/register/player.fcgi?id=bush--001dar,OAK,2018
2294,46,us US,"Dec 22, 1971",Pitching,Mar 29,Sep 30,Scott Emerson,/register/player.fcgi?id=emerso001sco,OAK,2018
2295,45,us US,"Dec 14, 1972",Bullpen,Mar 29,Sep 30,Marcus Jensen,/players/j/jensema01.shtml,OAK,2018
2296,57,ve VE,"Aug 11, 1960",First base,Mar 29,Sep 30,Al Pedrique,/players/p/pedrial01.shtml,OAK,2018
2297,52,us US,"Nov 28, 1965",Third base,Mar 29,Sep 30,Matt Williams,/players/w/willima04.shtml,OAK,2018
2298,55,us US,"Oct 28, 1961",Manager,Apr 3,Oct 1,Bob Melvin,/managers/melvibo01.shtml,OAK,2017
2299,52,us US,"Dec 2, 1964",Bench,Apr 3,Oct 1,Chip Hale,/players/h/halech01.shtml,OAK,2017
2300,43,us US,"Jan 18, 1974",Hitting,Apr 3,Oct 1,Darren Bush,/register/player.fcgi?id=bush--001dar,OAK,2017
2301,44,us US,"Dec 14, 1972",Hitting,Apr 3,Oct 1,Marcus Jensen,/players/j/jensema01.shtml,OAK,2017
2302,45,us US,"Dec 22, 1971",Pitching,Apr 3,Oct 1,Scott Emerson,/register/player.fcgi?id=emerso001sco,OAK,2017
2303,45,us US,"Dec 8, 1971",Bullpen,Apr 3,Oct 1,Garvin Alston,/players/a/alstoga01.shtml,OAK,2017
2304,56,us US,"Jan 29, 1961",First base,Apr 3,Oct 1,Mike Aldrete,/players/a/aldremi01.shtml,OAK,2017
2305,51,us US,"Apr 11, 1966",Third base,Apr 3,Oct 1,Steve Scarsone,/players/s/scarsst01.shtml,OAK,2017
2306,54,us US,"Oct 28, 1961",Manager,Apr 4,Oct 2,Bob Melvin,/managers/melvibo01.shtml,OAK,2016
2307,40,us US,"Dec 2, 1975",Bench,Apr 4,Oct 2,Mark Kotsay,/players/k/kotsama01.shtml,OAK,2016
2308,42,us US,"Jan 18, 1974",Hitting,Apr 4,Oct 2,Darren Bush,/register/player.fcgi?id=bush--001dar,OAK,2016
2309,43,us US,"Dec 14, 1972",Hitting,Apr 4,Oct 2,Marcus Jensen,/players/j/jensema01.shtml,OAK,2016
2310,56,us US,"Apr 16, 1960",Pitching,Apr 4,Oct 2,Curt Young,/players/y/youngcu01.shtml,OAK,2016
2311,44,us US,"Dec 22, 1971",Bullpen,Apr 4,Oct 2,Scott Emerson,/register/player.fcgi?id=emerso001sco,OAK,2016
2312,55,us US,"Jan 29, 1961",First base,Apr 4,Oct 2,Mike Aldrete,/players/a/aldremi01.shtml,OAK,2016
2313,64,us US,"Apr 29, 1952",Third base,Apr 4,Oct 2,Ron Washington,/managers/washiro01.shtml,OAK,2016
2314,53,us US,"Oct 28, 1961",Manager,Apr 6,Oct 4,Bob Melvin,/managers/melvibo01.shtml,OAK,2015
2315,54,us US,"Jan 29, 1961",Bench,Apr 6,Oct 4,Mike Aldrete,/players/a/aldremi01.shtml,OAK,2015
2316,41,us US,"Jan 18, 1974",Hitting,Apr 6,Oct 4,Darren Bush,/register/player.fcgi?id=bush--001dar,OAK,2015
2317,42,us US,"Dec 14, 1972",Hitting,Apr 6,Oct 4,Marcus Jensen,/players/j/jensema01.shtml,OAK,2015
2318,55,us US,"Apr 16, 1960",Pitching,Apr 6,Oct 4,Curt Young,/players/y/youngcu01.shtml,OAK,2015
2319,43,us US,"Dec 22, 1971",Bullpen,Apr 6,Oct 4,Scott Emerson,/register/player.fcgi?id=emerso001sco,OAK,2015
2320,58,us US,"Mar 14, 1957",First base,Apr 6,Oct 4,Ty Waller,/players/w/wallety01.shtml,OAK,2015
2321,54,us US,"Oct 31, 1960",Third base,Apr 6,Aug 23,Mike Gallego,/players/g/gallemi01.shtml,OAK,2015
2322,63,us US,"Apr 29, 1952",Third base,Aug 24,Oct 4,Ron Washington,/managers/washiro01.shtml,OAK,2015
2323,63,us US,"Apr 29, 1952",Coach,May 21,Aug 23,Ron Washington,/managers/washiro01.shtml,OAK,2015
2324,52,us US,"Oct 28, 1961",Manager,Mar 31,Sep 28,Bob Melvin,/managers/melvibo01.shtml,OAK,2014
2325,49,us US,"Dec 2, 1964",Bench,Mar 31,Sep 28,Chip Hale,/players/h/halech01.shtml,OAK,2014
2326,54,jm JM,"Jan 17, 1960",Hitting,Mar 31,Sep 28,Chili Davis,/players/d/davisch01.shtml,OAK,2014
2327,54,us US,"Apr 16, 1960",Pitching,Mar 31,Sep 28,Curt Young,/players/y/youngcu01.shtml,OAK,2014
2328,40,us US,"Jan 18, 1974",Bullpen,Mar 31,Sep 28,Darren Bush,/register/player.fcgi?id=bush--001dar,OAK,2014
2329,57,us US,"Mar 14, 1957",First base,Mar 31,Sep 28,Ty Waller,/players/w/wallety01.shtml,OAK,2014
2330,53,us US,"Oct 31, 1960",Third base,Mar 31,Sep 28,Mike Gallego,/players/g/gallemi01.shtml,OAK,2014
2331,51,us US,"Oct 28, 1961",Manager,Apr 1,Sep 29,Bob Melvin,/managers/melvibo01.shtml,OAK,2013
2332,48,us US,"Dec 2, 1964",Bench,Apr 1,Sep 29,Chip Hale,/players/h/halech01.shtml,OAK,2013
2333,53,jm JM,"Jan 17, 1960",Hitting,Apr 1,Sep 29,Chili Davis,/players/d/davisch01.shtml,OAK,2013
2334,53,us US,"Apr 16, 1960",Pitching,Apr 1,Sep 29,Curt Young,/players/y/youngcu01.shtml,OAK,2013
2335,39,us US,"Jan 18, 1974",Bullpen,Apr 1,Sep 29,Darren Bush,/register/player.fcgi?id=bush--001dar,OAK,2013
2336,56,us US,"Mar 14, 1957",First base,Apr 1,Sep 29,Ty Waller,/players/w/wallety01.shtml,OAK,2013
2337,52,us US,"Oct 31, 1960",Third base,Apr 1,Sep 29,Mike Gallego,/players/g/gallemi01.shtml,OAK,2013
2338,43,cu CU,"Oct 22, 1969",,May 30,Sep 29,Ariel Prieto,/players/p/prietar01.shtml,OAK,2013
2339,50,us US,"Oct 28, 1961",Manager,Mar 28,Oct 3,Bob Melvin,/managers/melvibo01.shtml,OAK,2012
2340,47,us US,"Dec 2, 1964",Bench,Mar 28,Oct 3,Chip Hale,/players/h/halech01.shtml,OAK,2012
2341,52,jm JM,"Jan 17, 1960",Hitting,Mar 28,Oct 3,Chili Davis,/players/d/davisch01.shtml,OAK,2012
2342,52,us US,"Apr 16, 1960",Pitching,Mar 28,Oct 3,Curt Young,/players/y/youngcu01.shtml,OAK,2012
2343,51,us US,"Sep 21, 1960",Bullpen,Mar 28,Oct 3,Rick Rodriguez,/players/r/rodriri01.shtml,OAK,2012
2344,55,us US,"Mar 14, 1957",First base,Mar 28,Oct 3,Ty Waller,/players/w/wallety01.shtml,OAK,2012
2345,51,us US,"Oct 31, 1960",Third base,Mar 28,Oct 3,Mike Gallego,/players/g/gallemi01.shtml,OAK,2012
2346,49,us US,"Sep 22, 1961",Manager,Apr 1,Jun 8,Bob Geren,/managers/gerenbo01.shtml,OAK,2011
2347,49,us US,"Oct 28, 1961",Manager,Jun 9,Sep 28,Bob Melvin,/managers/melvibo01.shtml,OAK,2011
2348,50,us US,"Feb 21, 1961",Bench,Apr 1,Sep 28,Joel Skinner,/players/s/skinnjo01.shtml,OAK,2011
2349,50,us US,"Oct 30, 1960",Hitting,Apr 1,Sep 28,Gerald Perry,/players/p/perryge01.shtml,OAK,2011
2350,50,us US,"Nov 6, 1960",Pitching,Apr 1,Sep 28,Ron Romanick,/players/r/romanro01.shtml,OAK,2011
2351,50,us US,"Sep 21, 1960",Bullpen,Apr 1,Sep 28,Rick Rodriguez,/players/r/rodriri01.shtml,OAK,2011
2352,54,us US,"Mar 14, 1957",First base,Apr 1,Sep 28,Ty Waller,/players/w/wallety01.shtml,OAK,2011
2353,50,us US,"Oct 31, 1960",Third base,Apr 1,Sep 28,Mike Gallego,/players/g/gallemi01.shtml,OAK,2011
2354,48,us US,"Sep 22, 1961",Manager,Apr 5,Oct 3,Bob Geren,/managers/gerenbo01.shtml,OAK,2010
2355,53,us US,"Mar 14, 1957",Bench,Apr 5,Oct 3,Ty Waller,/players/w/wallety01.shtml,OAK,2010
2356,55,us US,"Jul 6, 1954",Hitting,Apr 5,Oct 3,Jim Skaalen,/register/player.fcgi?id=skaale001jam,OAK,2010
2357,50,us US,"Apr 16, 1960",Pitching,Apr 5,Oct 3,Curt Young,/players/y/youngcu01.shtml,OAK,2010
2358,49,us US,"Nov 6, 1960",Bullpen,Apr 5,Oct 3,Ron Romanick,/players/r/romanro01.shtml,OAK,2010
2359,38,us US,"Nov 15, 1971",First base,Apr 5,Oct 3,Todd Steverson,/players/s/steveto01.shtml,OAK,2010
2360,49,us US,"Oct 31, 1960",Third base,Apr 5,Oct 3,Mike Gallego,/players/g/gallemi01.shtml,OAK,2010
2361,47,us US,"Sep 22, 1961",Manager,Apr 6,Oct 4,Bob Geren,/managers/gerenbo01.shtml,OAK,2009
2362,52,us US,"Mar 14, 1957",Bench,Apr 6,Oct 4,Ty Waller,/players/w/wallety01.shtml,OAK,2009
2363,54,us US,"Jul 6, 1954",Hitting,Apr 6,Oct 4,Jim Skaalen,/register/player.fcgi?id=skaale001jam,OAK,2009
2364,49,us US,"Apr 16, 1960",Pitching,Apr 6,Oct 4,Curt Young,/players/y/youngcu01.shtml,OAK,2009
2365,48,us US,"Nov 6, 1960",Bullpen,Apr 6,Oct 4,Ron Romanick,/players/r/romanro01.shtml,OAK,2009
2366,37,us US,"Nov 15, 1971",First base,Apr 6,Oct 4,Todd Steverson,/players/s/steveto01.shtml,OAK,2009
2367,48,us US,"Oct 31, 1960",Third base,Apr 6,Oct 4,Mike Gallego,/players/g/gallemi01.shtml,OAK,2009
2368,46,us US,"Sep 22, 1961",Manager,Mar 25,Sep 28,Bob Geren,/managers/gerenbo01.shtml,OAK,2008
2369,45,us US,"Feb 22, 1963",Bench,Mar 25,Sep 28,Don Wakamatsu,/managers/wakamdo01.shtml,OAK,2008
2370,44,us US,"Oct 7, 1963",Hitting,Mar 25,Sep 28,Ty Van Burkleo,/players/v/vanbuty01.shtml,OAK,2008
2371,48,us US,"Apr 16, 1960",Pitching,Mar 25,Sep 28,Curt Young,/players/y/youngcu01.shtml,OAK,2008
2372,47,us US,"Nov 6, 1960",Bullpen,Mar 25,Sep 28,Ron Romanick,/players/r/romanro01.shtml,OAK,2008
2373,51,us US,"Mar 14, 1957",First base,Mar 25,Sep 28,Ty Waller,/players/w/wallety01.shtml,OAK,2008
2374,45,us US,"Apr 24, 1963",Third base,Mar 25,Sep 28,Tony DeFrancesco,/managers/defrato99.shtml,OAK,2008
2375,45,us US,"Sep 22, 1961",Manager,Apr 2,Sep 30,Bob Geren,/managers/gerenbo01.shtml,OAK,2007
2376,63,us US,"May 22, 1944",Bench,Apr 2,Sep 30,Bob Schaefer,/managers/schaebo99.shtml,OAK,2007
2377,43,us US,"Oct 7, 1963",Hitting,Apr 2,Sep 30,Ty Van Burkleo,/players/v/vanbuty01.shtml,OAK,2007
2378,47,us US,"Apr 16, 1960",Pitching,Apr 2,Sep 30,Curt Young,/players/y/youngcu01.shtml,OAK,2007
2379,51,us US,"Jun 28, 1956",Bullpen,Apr 2,Sep 30,Brad Fischer,/register/player.fcgi?id=fische001bra,OAK,2007
2380,50,us US,"Mar 14, 1957",First base,Apr 2,Sep 30,Ty Waller,/players/w/wallety01.shtml,OAK,2007
2381,62,us US,"May 4, 1945",Third base,Apr 2,Sep 30,Rene Lachemann,/managers/lachere01.shtml,OAK,2007
2382,55,us US,"Sep 29, 1950",Manager,Apr 3,Oct 1,Ken Macha,/managers/machake01.shtml,OAK,2006
2383,44,us US,"Sep 22, 1961",Bench,Apr 3,Oct 1,Bob Geren,/managers/gerenbo01.shtml,OAK,2006
2384,45,us US,"Oct 30, 1960",Hitting,Apr 3,Oct 1,Gerald Perry,/players/p/perryge01.shtml,OAK,2006
2385,46,us US,"Apr 16, 1960",Pitching,Apr 3,Oct 1,Curt Young,/players/y/youngcu01.shtml,OAK,2006
2386,50,us US,"Jun 28, 1956",Bullpen,Apr 3,Oct 1,Brad Fischer,/register/player.fcgi?id=fische001bra,OAK,2006
2387,61,us US,"May 4, 1945",First base,Apr 3,Oct 1,Rene Lachemann,/managers/lachere01.shtml,OAK,2006
2388,54,us US,"Apr 29, 1952",Third base,Apr 3,Oct 1,Ron Washington,/managers/washiro01.shtml,OAK,2006
2389,54,us US,"Sep 29, 1950",Manager,Apr 4,Oct 2,Ken Macha,/managers/machake01.shtml,OAK,2005
2390,60,us US,"May 4, 1945",Bench,Apr 4,Oct 2,Rene Lachemann,/managers/lachere01.shtml,OAK,2005
2391,48,us US,"Dec 5, 1956",Hitting,Apr 4,Oct 2,Dave Hudgens,/players/h/hudgeda01.shtml,OAK,2005
2392,45,us US,"Apr 16, 1960",Pitching,Apr 4,Oct 2,Curt Young,/players/y/youngcu01.shtml,OAK,2005
2393,43,us US,"Sep 22, 1961",Bullpen,Apr 4,Oct 2,Bob Geren,/managers/gerenbo01.shtml,OAK,2005
2394,49,us US,"Jun 28, 1956",First base,Apr 4,Oct 2,Brad Fischer,/register/player.fcgi?id=fische001bra,OAK,2005
2395,53,us US,"Apr 29, 1952",Third base,Apr 4,Oct 2,Ron Washington,/managers/washiro01.shtml,OAK,2005
2396,53,us US,"Sep 29, 1950",Manager,Apr 5,Oct 3,Ken Macha,/managers/machake01.shtml,OAK,2004
2397,54,us US,"Jun 28, 1950",Bench,Apr 5,Oct 3,Chris Speier,/players/s/speiech01.shtml,OAK,2004
2398,47,us US,"Dec 5, 1956",Hitting,Apr 5,Oct 3,Dave Hudgens,/players/h/hudgeda01.shtml,OAK,2004
2399,44,us US,"Apr 16, 1960",Pitching,Apr 5,Oct 3,Curt Young,/players/y/youngcu01.shtml,OAK,2004
2400,42,us US,"Sep 22, 1961",Bullpen,Apr 5,Oct 3,Bob Geren,/managers/gerenbo01.shtml,OAK,2004
2401,48,us US,"Jun 28, 1956",First base,Apr 5,Oct 3,Brad Fischer,/register/player.fcgi?id=fische001bra,OAK,2004
2402,52,us US,"Apr 29, 1952",Third base,Apr 5,Oct 3,Ron Washington,/managers/washiro01.shtml,OAK,2004
2403,52,us US,"Sep 29, 1950",Manager,Apr 1,Sep 28,Ken Macha,/managers/machake01.shtml,OAK,2003
2404,44,us US,"Apr 22, 1959",Bench,Apr 1,Sep 28,Terry Francona,/managers/francte01.shtml,OAK,2003
2405,46,us US,"Sep 17, 1956",Hitting,Apr 1,May 30,Thad Bosley,/players/b/bosleth01.shtml,OAK,2003
2406,46,us US,"Dec 5, 1956",Hitting,May 31,Sep 28,Dave Hudgens,/players/h/hudgeda01.shtml,OAK,2003
2407,48,us US,"Oct 30, 1954",Pitching,Apr 1,Sep 28,Rick Peterson,/register/player.fcgi?id=peters001eri,OAK,2003
2408,41,us US,"Sep 22, 1961",Bullpen,Apr 1,Sep 28,Bob Geren,/managers/gerenbo01.shtml,OAK,2003
2409,47,us US,"Jun 28, 1956",First base,Apr 1,Sep 28,Brad Fischer,/register/player.fcgi?id=fische001bra,OAK,2003
2410,51,us US,"Apr 29, 1952",Third base,Apr 1,Sep 28,Ron Washington,/managers/washiro01.shtml,OAK,2003
2411,55,us US,"Dec 15, 1946",Manager,Apr 1,Sep 29,Art Howe,/managers/howear01.shtml,OAK,2002
2412,51,us US,"Sep 29, 1950",Bench,Apr 1,Sep 29,Ken Macha,/managers/machake01.shtml,OAK,2002
2413,45,us US,"Sep 17, 1956",Hitting,Apr 1,Sep 29,Thad Bosley,/players/b/bosleth01.shtml,OAK,2002
2414,47,us US,"Oct 30, 1954",Pitching,Apr 1,Sep 29,Rick Peterson,/register/player.fcgi?id=peters001eri,OAK,2002
2415,46,us US,"Jun 28, 1956",Bullpen,Apr 1,Sep 29,Brad Fischer,/register/player.fcgi?id=fische001bra,OAK,2002
2416,45,us US,"Mar 12, 1957",First base,Apr 1,Sep 29,Mike Quade,/managers/quademi99.shtml,OAK,2002
2417,50,us US,"Apr 29, 1952",Third base,Apr 1,Sep 29,Ron Washington,/managers/washiro01.shtml,OAK,2002
2418,54,us US,"Dec 15, 1946",Manager,Apr 2,Oct 7,Art Howe,/managers/howear01.shtml,OAK,2001
2419,50,us US,"Sep 29, 1950",Bench,Apr 2,Oct 7,Ken Macha,/managers/machake01.shtml,OAK,2001
2420,44,us US,"Sep 17, 1956",Hitting,Apr 2,Oct 7,Thad Bosley,/players/b/bosleth01.shtml,OAK,2001
2421,46,us US,"Oct 30, 1954",Pitching,Apr 2,Oct 7,Rick Peterson,/register/player.fcgi?id=peters001eri,OAK,2001
2422,45,us US,"Jun 28, 1956",Bullpen,Apr 2,Oct 7,Brad Fischer,/register/player.fcgi?id=fische001bra,OAK,2001
2423,44,us US,"Mar 12, 1957",First base,Apr 2,Oct 7,Mike Quade,/managers/quademi99.shtml,OAK,2001
2424,49,us US,"Apr 29, 1952",Third base,Apr 2,Oct 7,Ron Washington,/managers/washiro01.shtml,OAK,2001
2425,53,us US,"Dec 15, 1946",Manager,Apr 3,Oct 1,Art Howe,/managers/howear01.shtml,OAK,2000
2426,49,us US,"Sep 29, 1950",Bench,Apr 3,Oct 1,Ken Macha,/managers/machake01.shtml,OAK,2000
2427,43,us US,"Sep 17, 1956",Hitting,Apr 3,Oct 1,Thad Bosley,/players/b/bosleth01.shtml,OAK,2000
2428,45,us US,"Oct 30, 1954",Pitching,Apr 3,Oct 1,Rick Peterson,/register/player.fcgi?id=peters001eri,OAK,2000
2429,44,us US,"Jun 28, 1956",Bullpen,Apr 3,Oct 1,Brad Fischer,/register/player.fcgi?id=fische001bra,OAK,2000
2430,43,us US,"Mar 12, 1957",First base,Apr 3,Oct 1,Mike Quade,/managers/quademi99.shtml,OAK,2000
2431,48,us US,"Apr 29, 1952",Third base,Apr 3,Oct 1,Ron Washington,/managers/washiro01.shtml,OAK,2000
2432,52,us US,"Dec 15, 1946",Manager,Apr 5,Oct 3,Art Howe,/managers/howear01.shtml,OAK,1999
2433,48,us US,"Sep 29, 1950",Bench,Apr 5,Oct 3,Ken Macha,/managers/machake01.shtml,OAK,1999
2434,42,us US,"Dec 5, 1956",Hitting,Apr 5,Oct 3,Dave Hudgens,/players/h/hudgeda01.shtml,OAK,1999
2435,44,us US,"Oct 30, 1954",Pitching,Apr 5,Oct 3,Rick Peterson,/register/player.fcgi?id=peters001eri,OAK,1999
2436,43,us US,"Jun 28, 1956",Bullpen,Apr 5,Oct 3,Brad Fischer,/register/player.fcgi?id=fische001bra,OAK,1999
2437,42,us US,"Sep 17, 1956",First base,Apr 5,Oct 3,Thad Bosley,/players/b/bosleth01.shtml,OAK,1999
2438,47,us US,"Apr 29, 1952",Third base,Apr 5,Oct 3,Ron Washington,/managers/washiro01.shtml,OAK,1999
2439,67,us US,"Feb 8, 1954",Manager,Apr 1,Oct 3,Joe Maddon,/managers/maddojo99.shtml,LAA,2021
2440,60,us US,"Oct 31, 1960",Bench,Apr 1,,Mike Gallego,/players/g/gallemi01.shtml,LAA,2021
